City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,robore,-18.3333,-59.75,25.55,82,100,0.96,BO,1712373488
364,emerald,-23.5333,148.1667,23.52,85,100,4.21,AU,1712373475
365,guiuan,11.0333,125.7247,27.92,76,100,6.66,PH,1712373489
366,belyy yar,53.6039,91.3903,7.94,61,98,0.0,RU,1712373489
367,dzhalagash,45.0833,64.6667,14.69,51,32,3.86,KZ,1712373489
368,callao,-12.0667,-77.15,24.84,78,20,6.69,PE,1712373489
369,iwaki,37.05,140.8833,14.32,91,100,0.26,JP,1712373490
370,wailua homesteads,22.0669,-159.378,26.24,73,100,10.29,US,1712373490
371,san juan de miraflores,-12.1629,-76.9635,23.98,76,100,4.53,PE,1712373490
372,bikenibeu village,1.3673,173.1241,29.98,84,20,4.12,KI,1712373491
373,fale old settlement,-9.3852,-171.2468,29.69,70,80,2.61,TK,1712373491
374,mooloolaba,-26.6833,153.1167,28.36,89,100,1.34,AU,1712373491
375,nar'yan-mar,67.6713,53.087,-13.27,92,38,4.92,RU,1712373491
376,nantucket,41.2835,-70.0995,6.08,81,40,5.66,US,1712373209
377,paradip garh,20.3167,86.6167,32.72,54,3,1.63,IN,1712373492
378,marka,1.7159,44.7717,28.56,76,46,4.39,SO,1712373492
379,northam,51.0333,-4.2167,13.67,86,100,9.76,GB,1712373465
380,tres palos,18.1833,-101.6167,21.29,54,8,1.75,MX,1712373492
381,monte maiz,-33.2046,-62.6008,13.86,65,0,4.0,AR,1712373492
382,taroa,8.7058,171.2275,27.63,78,78,8.71,MH,1712373493
383,santiago de cao,-7.9589,-79.2392,21.07,88,75,4.12,PE,1712373493
384,palembang,-2.9167,104.7458,30.05,74,40,1.03,ID,1712373493
385,manali,13.1667,80.2667,30.05,82,4,4.8,IN,1712373493
386,nizhneudinsk,54.9076,99.0276,7.26,88,98,1.69,RU,1712373493
387,zyryanovsk,49.7386,84.2719,2.99,84,56,0.64,KZ,1712373494
388,paradise point,-27.8863,153.3957,29.61,74,37,2.24,AU,1712373494
389,cordoba,-31.4135,-64.1811,21.81,89,40,2.57,AR,1712373334
390,kapa'a,22.0752,-159.319,26.99,72,100,10.29,US,1712373494
391,perelyub,51.8667,50.3667,9.96,87,100,3.58,RU,1712373495
392,anastacio,-20.4836,-55.8069,25.3,79,85,1.41,BR,1712373495
393,minggang,32.4586,114.0486,12.57,84,100,2.31,CN,1712373495
394,phalodi,27.1333,72.3667,29.29,23,3,3.24,IN,1712373495
395,rikaze,29.25,88.8833,7.76,27,100,1.24,CN,1712373495
396,camarinas,43.1311,-9.1817,12.74,91,100,12.91,ES,1712373496
397,trakai,54.6333,24.9333,8.42,89,100,4.47,LT,1712373496
398,galveston,29.3669,-94.9669,21.67,87,0,4.63,US,1712373343
399,kargopol',61.5071,38.9456,-4.72,80,100,4.9,RU,1712373496
400,puerto carreno,6.189,-67.4859,28.84,67,93,2.85,CO,1712373496
401,suzun,53.7841,82.3116,9.67,73,53,1.52,RU,1712373497
402,egilsstadir,65.2653,-14.3948,-5.05,86,100,3.6,IS,1712373497
403,milford haven,51.7128,-5.0341,13.95,84,100,11.2,GB,1712373497
404,port alfred,-33.5906,26.891,15.1,93,100,5.41,ZA,1712373228
405,nkove,-7.95,30.85,22.4,84,100,0.89,TZ,1712373498
406,prainha,-1.8,-53.48,24.29,95,100,1.7,BR,1712373498
407,el rama,12.1596,-84.2195,24.27,89,6,1.66,NI,1712373498
408,kamwenge,0.1866,30.4539,17.06,97,100,0.33,UG,1712373498
409,pala,9.3642,14.9046,28.05,35,99,1.81,TD,1712373308
410,reedsburg,43.5325,-90.0026,3.15,72,0,0.0,US,1712373499
411,ust-nera,64.5667,143.2,-8.25,81,88,1.35,RU,1712373499
412,devrekani,41.603,33.8392,2.85,46,0,0.67,TR,1712373499
413,urangan,-25.3,152.9,26.78,87,100,1.79,AU,1712373499
414,port augusta,-32.5,137.7667,23.4,37,0,4.76,AU,1712373500
415,bandarbeyla,9.4942,50.8122,26.56,73,20,2.91,SO,1712373500
416,nelson,-41.2833,173.2833,19.05,68,26,2.62,NZ,1712373500
417,el porvenir,13.7617,-87.3458,26.63,56,37,2.56,HN,1712373500
418,bodo,67.28,14.405,-3.98,64,40,4.63,NO,1712373501
419,wladyslawowo,54.7909,18.4009,11.75,85,41,10.1,PL,1712373501
420,chernyshevskiy,63.0128,112.4714,-16.93,79,99,3.74,RU,1712373501
421,la gi,10.6667,107.7833,30.92,54,6,6.45,VN,1712373501
422,champoton,19.35,-90.7167,25.06,73,6,4.83,MX,1712373501
423,bay roberts,47.5999,-53.2648,-0.48,92,88,5.36,CA,1712373502
424,kermit,31.8576,-103.0927,24.37,20,0,11.83,US,1712373235
425,labrador city,52.9463,-66.9114,-4.9,80,75,2.57,CA,1712373502
426,jiwani,25.05,61.7417,24.92,74,0,4.82,PK,1712373502
427,la'ie,21.6477,-157.9253,24.98,80,42,4.47,US,1712373502
428,san jose de jachal,-30.2406,-68.7469,21.08,52,8,0.49,AR,1712373503
429,as sulayyil,20.4607,45.5779,25.05,33,65,5.0,SA,1712373503
430,k'olito,7.3167,38.0833,16.33,92,64,1.52,ET,1712373503
431,cannonvale,-20.2833,148.7,27.66,83,93,4.59,AU,1712373255
432,parkano,62.0167,23.0167,-4.3,98,100,0.7,FI,1712373503
433,strezhevoy,60.7333,77.5889,1.65,97,59,2.68,RU,1712373504
434,bajil,15.0584,43.2851,27.29,73,78,2.21,YE,1712373504
435,zaragoza,41.6561,-0.8773,14.25,52,0,5.14,ES,1712373250
436,adrar,20.5022,-10.0711,26.54,13,3,3.4,MR,1712373504
437,luau,-10.7073,22.2247,18.53,97,100,1.4,AO,1712373504
438,jeremoabo,-10.075,-38.4808,22.71,96,5,1.23,BR,1712373505
439,agua dulce,18.1333,-94.1333,23.17,80,0,3.74,MX,1712373505
440,'ain benian,36.8028,2.9219,23.03,45,40,2.07,DZ,1712373505
441,xichang,27.8964,102.2634,20.32,55,66,2.04,CN,1712373505
442,ascension,30.2169,-90.9001,20.0,73,0,1.54,US,1712373506
443,sadri,25.1833,73.4333,27.48,30,90,4.41,IN,1712373506
444,lakshmipur,22.95,90.8333,30.2,69,40,4.36,BD,1712373506
445,griffith,41.5284,-87.4237,4.94,74,0,0.0,US,1712373506
446,serenje,-13.2325,30.2352,16.82,95,69,1.64,ZM,1712373506
447,bayramaly,37.6185,62.1671,15.86,35,50,2.26,TM,1712373507
448,crane,31.3974,-102.3501,22.82,33,41,13.97,US,1712373507
449,hluti,-27.2167,31.6167,18.28,86,100,2.39,SZ,1712373507
450,usogorsk,63.4106,48.6872,-16.85,99,73,1.41,RU,1712373507
451,rabigh,22.7986,39.0349,27.66,56,98,0.67,SA,1712373507
452,kalaleh,37.3807,55.4916,11.78,76,0,0.0,IR,1712373507
453,awjilah,29.1081,21.2869,17.16,42,7,4.16,LY,1712373508
454,snowflake,34.5134,-110.0785,5.62,72,100,7.43,US,1712373508
455,mora,11.0461,14.1401,26.56,13,80,0.88,CM,1712373508
456,graaff-reinet,-32.2522,24.5308,10.51,95,100,3.49,ZA,1712373508
457,aioun,16.6614,-9.6149,31.05,16,2,2.7,MR,1712373508
458,wetaskiwin,52.9668,-113.3687,0.67,91,100,2.21,CA,1712373509
459,andrelandia,-21.7397,-44.3092,16.02,88,4,1.46,BR,1712373509
460,sinan,34.8262,126.1086,9.56,65,100,3.91,KR,1712373509
461,ghadamis,30.1337,9.5007,20.45,24,0,6.13,LY,1712373509
462,san pedro pochutla,15.7333,-96.4667,25.84,75,2,1.38,MX,1712373509
463,den burg,53.0542,4.7972,12.2,88,100,2.57,NL,1712373510
464,san carlos,9.6612,-68.5827,29.72,58,94,1.54,VE,1712373510
465,urumqi,43.801,87.6005,10.53,37,0,1.0,CN,1712373510
466,margate,51.3813,1.3862,13.72,76,100,3.13,GB,1712373510
467,chul'man,56.8479,124.9104,-12.62,92,100,4.47,RU,1712373511
468,east ballina,-28.8667,153.5833,28.78,81,99,1.54,AU,1712373511
469,zabaykal'sk,49.6333,117.3167,2.6,33,11,8.99,RU,1712373511
470,waiuku,-37.25,174.75,19.83,75,98,2.01,NZ,1712373511
471,the bottom,17.6259,-63.2492,25.31,81,1,5.97,BQ,1712373511
472,boa vista,2.8197,-60.6733,24.99,88,40,1.03,BR,1712373512
473,barra do bugres,-15.0725,-57.1811,24.81,88,25,1.36,BR,1712373366
474,cockburn town,21.4612,-71.1419,25.89,78,1,2.71,TC,1712373225
475,lerwick,60.1545,-1.1494,5.0,72,100,10.13,GB,1712373512
476,el matama,16.7095,33.3565,27.29,19,9,4.49,SD,1712373512
477,williamsburg,37.2707,-76.7075,9.3,52,90,2.24,US,1712373368
478,dudinka,69.4058,86.1778,-8.51,93,100,12.52,RU,1712373513
479,vanimo,-2.6741,141.3028,28.65,84,97,1.83,PG,1712373513
480,tchintabaraden,15.8969,5.7985,28.15,10,14,3.14,NE,1712373513
481,laojunmiao,39.8333,97.7333,7.67,51,100,2.07,CN,1712373513
482,bath,51.3779,-2.3591,16.03,78,100,6.52,GB,1712373413
483,samana,19.2056,-69.3369,23.08,91,40,1.55,DO,1712373514
484,kayenta,36.7278,-110.2546,4.65,41,64,10.05,US,1712373514
485,la leonesa,-27.0379,-58.7035,23.31,88,0,3.2,AR,1712373514
486,weno,7.4515,151.8468,30.97,70,75,5.14,FM,1712373514
487,mersa matruh,31.3525,27.2453,16.83,74,0,5.12,EG,1712373515
488,santa elena de uairen,4.6167,-61.1333,20.6,73,4,2.37,VE,1712373515
489,harstad,68.799,16.5293,-4.91,68,98,4.47,NO,1712373515
490,dzhangala,49.2167,50.3333,12.56,75,100,1.23,KZ,1712373515
491,sirjan,29.452,55.6814,15.1,35,0,2.91,IR,1712373515
492,akureyri,65.6835,-18.0878,-4.04,74,100,5.14,IS,1712373516
493,santa ana,33.7456,-117.8678,12.36,61,40,9.26,US,1712373291
494,laguna,38.421,-121.4238,9.39,74,75,2.06,US,1712373516
495,mormugao,15.4,73.8,27.59,78,94,2.57,IN,1712373516
496,madimba,-10.4,40.3333,25.03,93,95,3.46,TZ,1712373516
497,remire-montjoly,4.9167,-52.2667,28.02,78,40,2.57,GF,1712373517
498,pariaman,-0.619,100.12,32.03,72,28,1.65,ID,1712373517
499,pazin,45.2403,13.9367,11.4,88,100,0.79,HR,1712373517
500,smiths station,32.5401,-85.0985,11.73,67,1,3.54,US,1712373517
501,nakasongola,1.3089,32.4564,18.67,94,70,1.43,UG,1712373518
502,quelimane,-17.8786,36.8883,25.97,94,40,0.77,MZ,1712373518
503,toliara,-23.35,43.6667,23.11,86,3,1.9,MG,1712373518
504,koungou,-12.7336,45.2042,28.84,84,20,5.14,YT,1712373518
505,bonthe,7.5264,-12.505,25.82,88,100,1.25,SL,1712373519
506,nur-sultan,51.1801,71.446,4.97,87,0,2.0,KZ,1712373317
507,bakchar,57.0186,82.0711,6.77,77,3,2.17,RU,1712373519
508,angaur state,6.906,134.13,28.15,76,18,9.23,PW,1712373519
509,sinabang,2.4803,96.3801,29.53,71,91,0.85,ID,1712373498
510,berlin,52.5244,13.4105,13.98,91,0,2.57,DE,1712373001
511,yelovo,57.0538,54.9207,-5.87,69,9,6.97,RU,1712373520
512,aldinga beach,-35.2793,138.4604,25.7,55,3,4.23,AU,1712373520
513,barah,13.7,30.3667,25.8,17,93,4.12,SD,1712373520
514,allahganj,27.55,79.6833,31.26,9,100,2.88,IN,1712373520
515,perryton,36.4,-100.8027,20.11,24,49,12.24,US,1712373284
516,san bernardo del viento,9.3533,-75.9524,28.21,83,23,3.61,CO,1712373521
517,mingora,34.7758,72.3625,17.67,42,5,2.53,PK,1712373521
518,howard springs,-12.497,131.047,32.21,68,100,3.48,AU,1712373522
519,miches,18.9836,-69.0476,24.66,84,8,1.84,DO,1712373376
520,praia,14.9215,-23.5087,21.3,83,20,5.14,CV,1712373522
521,husainabad,24.5333,84.0167,33.5,21,100,2.37,IN,1712373522
522,fortaleza,-3.7227,-38.5247,28.07,89,0,2.06,BR,1712373522
523,bijie,27.3125,105.2942,11.86,90,100,2.27,CN,1712373523
524,gotsucho,35.0,132.2167,16.55,58,100,2.17,JP,1712373523
525,urucara,-2.5364,-57.76,22.56,99,100,1.29,BR,1712373523
526,okola,4.0167,11.3833,22.25,99,100,0.41,CM,1712373523
527,arno,60.1167,18.6333,-0.68,100,100,2.17,SE,1712373524
528,norton,-17.8833,30.7,19.04,77,71,2.45,ZW,1712373524
529,yaren,-0.5472,166.916,28.58,77,92,6.01,NR,1712373524
530,talakan,50.3167,130.3667,2.8,55,100,4.77,RU,1712373524
531,prince george,53.9166,-122.753,4.05,48,0,0.0,CA,1712373278
532,annaba,36.9,7.7667,10.98,93,0,2.57,DZ,1712373525
533,kolonia town,6.964,158.206,32.06,70,75,5.14,FM,1712373525
534,korla,41.7597,86.1469,11.75,43,100,2.56,CN,1712373525
535,kalianget,-7.05,113.9333,29.77,74,98,1.1,ID,1712373525
536,ceerigaabo,10.6162,47.368,17.88,68,11,0.69,SO,1712373526
537,kapiri mposhi,-13.9652,28.6809,17.53,96,98,1.95,ZM,1712373526
538,upington,-28.4478,21.2561,20.07,32,17,1.44,ZA,1712373449
539,orita eruwa,7.55,3.4333,24.37,79,100,3.87,NG,1712373527
540,vorkuta,67.5,64.0,-14.42,91,100,8.48,RU,1712373527
541,al jawf,29.5,38.75,19.24,26,5,3.71,SA,1712373527
542,tamarin,-20.3256,57.3706,25.29,95,19,2.77,MU,1712373527
543,yuzhno-kurilsk,44.0306,145.8556,5.76,62,0,4.44,RU,1712373527
544,yulinshi,38.2906,109.7494,15.65,23,73,2.74,CN,1712373528
545,namibe,-15.1961,12.1522,23.59,71,100,1.65,AO,1712373528
546,safi,32.1667,-8.8333,23.22,22,67,1.37,MA,1712373528
547,ceelbuur,4.685,46.6176,26.26,82,87,3.68,SO,1712373528
548,geraldton,-28.7667,114.6,25.23,65,100,4.12,AU,1712373528
549,marsh harbour,26.5412,-77.0636,21.74,48,0,2.7,BS,1712373529
550,danilovka,50.3557,44.1168,3.62,94,100,5.37,RU,1712373529
551,warren,39.4334,-84.1666,4.47,85,0,1.54,US,1712373048
552,ust'-ilimsk,58.0006,102.6619,-8.09,90,100,1.75,RU,1712373529
553,toamasina,-18.1667,49.3833,23.59,91,17,2.89,MG,1712373362
554,tottori,35.5,134.2333,15.04,72,0,4.63,JP,1712373530
555,viqueque,-8.8673,126.3658,30.27,74,90,2.36,TL,1712373530
556,barra,-11.0894,-43.1417,24.97,84,83,0.55,BR,1712373530
557,walvis bay,-22.9575,14.5053,15.05,81,7,6.19,NA,1712373530
558,gering,41.8258,-103.6605,15.56,40,0,11.32,US,1712373531
559,konstantinovsk,47.5828,41.0922,5.88,87,1,1.67,RU,1712373531
560,itoman,26.1247,127.6694,23.21,94,75,2.06,JP,1712373531
561,poretskoye,55.1974,46.3291,-0.81,74,100,4.97,RU,1712373531
562,aripuana,-9.1667,-60.6333,22.52,99,85,1.17,BR,1712373415
563,sabang,5.8933,95.3214,28.95,73,76,4.7,ID,1712373532
564,song cau,13.45,109.2167,27.99,60,9,2.69,VN,1712373487
565,erenhot,43.6475,111.9767,11.28,33,4,6.1,CN,1712373532
566,saint-philippe,-21.3585,55.7679,24.77,85,6,1.25,RE,1712373532
567,al abyar,32.19,20.5965,11.78,86,1,6.41,LY,1712373533
568,permatang kuching,5.4634,100.3814,32.97,62,20,1.03,MY,1712373533
569,abadiania,-16.2042,-48.7069,18.19,97,19,0.05,BR,1712373323
570,severo-yeniseyskiy,60.3725,93.0408,-1.9,99,100,0.89,RU,1712373533
571,fort mcmurray,56.7268,-111.381,0.77,100,100,2.06,CA,1712373534
572,kirensk,57.7853,108.1119,-11.13,77,51,1.79,RU,1712373534
573,sinop,41.7711,34.8709,6.4,46,0,1.51,TR,1712373534
574,taboshar,40.5686,69.6413,8.18,74,100,2.59,TJ,1712373534
575,acapulco de juarez,16.8634,-99.8901,24.9,78,0,3.6,MX,1712373385
576,inhambane,-23.865,35.3833,24.75,83,100,0.92,MZ,1712373535
577,broome,42.2506,-75.833,2.96,92,100,3.09,US,1712373535
578,daru,-9.0763,143.2092,29.53,72,100,3.55,PG,1712373535
579,agaie,9.0167,6.3167,26.57,73,100,1.68,NG,1712373535
580,zaghouan,36.4029,10.1429,7.92,51,93,2.43,TN,1712373535
581,torghay,49.6339,63.4981,11.68,53,87,0.96,KZ,1712373536
582,tazacorte,28.629,-17.9293,20.54,90,0,3.09,ES,1712373536
583,urengoy,65.9667,78.3667,-17.82,83,75,5.68,RU,1712373536
584,birao,10.2849,22.7882,28.64,51,100,3.12,CF,1712373536
585,cam ranh,11.9214,109.1591,31.98,51,0,3.09,VN,1712373536
586,flying fish cove,-10.4217,105.6791,29.82,79,40,3.09,CX,1712373537
587,murray bridge,-35.1167,139.2667,23.52,46,19,5.32,AU,1712373537
588,acarau,-2.8856,-40.12,25.78,87,98,2.3,BR,1712373404
589,sulecin,52.4443,15.1168,10.94,90,100,4.16,PL,1712373331
590,dem'yanovo,60.3511,47.0842,-7.31,69,73,2.97,RU,1712373537
591,mizan teferi,6.9833,35.5833,17.88,94,100,1.29,ET,1712373538
592,san agustin,20.5333,-103.4667,23.62,22,40,1.54,MX,1712373538
